Reference,Publication year,Ecosystem component (detailed),Ecosystem component (simplified),Thema (detailed),Thema (simplified),Trait label (original),Trait label (standardised),
"Hart M.W., Johnson S.L., Addison J.A., Byrne M., 2004. Strong character incongruence and character choice in phylogeny of sea stars of the Asterinidae. Invertebrate Biology 123:343–356.",2004,Benthic invertebrate,Benthic invertebrate,Evolution,Other,Larval nutrition for growth,Trophy,
"Henriques S., Pais M.P., Vasconcelos R.P., Murta A., Azevedo M., Costa M.J., Cabral H.N., 2014. Structural and functional trends indicate fishing pressure on marine fish assemblages. Journal of Applied Ecology 51:623–631.",2014,Fish,Fish,Pressure,Pressure,Mobility,Behaviour,
"Henriques S., Pais M.P., Vasconcelos R.P., Murta A., Azevedo M., Costa M.J., Cabral H.N., 2014. Structural and functional trends indicate fishing pressure on marine fish assemblages. Journal of Applied Ecology 51:623–631.",2014,Fish,Fish,Pressure,Pressure,Abundance,Demography,
"Henriques S., Pais M.P., Vasconcelos R.P., Murta A., Azevedo M., Costa M.J., Cabral H.N., 2014. Structural and functional trends indicate fishing pressure on marine fish assemblages. Journal of Applied Ecology 51:623–631.",2014,Fish,Fish,Pressure,Pressure,Commercial value,Index,
"Henriques S., Pais M.P., Vasconcelos R.P., Murta A., Azevedo M., Costa M.J., Cabral H.N., 2014. Structural and functional trends indicate fishing pressure on marine fish assemblages. Journal of Applied Ecology 51:623–631.",2014,Fish,Fish,Pressure,Pressure,Life span,Life span,
"Henriques S., Pais M.P., Vasconcelos R.P., Murta A., Azevedo M., Costa M.J., Cabral H.N., 2014. Structural and functional trends indicate fishing pressure on marine fish assemblages. Journal of Applied Ecology 51:623–631.",2014,Fish,Fish,Pressure,Pressure,Resilience,Resistance form,
"Henriques S., Pais M.P., Vasconcelos R.P., Murta A., Azevedo M., Costa M.J., Cabral H.N., 2014. Structural and functional trends indicate fishing pressure on marine fish assemblages. Journal of Applied Ecology 51:623–631.",2014,Fish,Fish,Pressure,Pressure,Age at first maturity,Sexual maturity,
"Henriques S., Pais M.P., Vasconcelos R.P., Murta A., Azevedo M., Costa M.J., Cabral H.N., 2014. Structural and functional trends indicate fishing pressure on marine fish assemblages. Journal of Applied Ecology 51:623–631.",2014,Fish,Fish,Pressure,Pressure,Trophic level,Trophy,
"Henriques S., Pais M.P., Vasconcelos R.P., Murta A., Azevedo M., Costa M.J., Cabral H.N., 2014. Structural and functional trends indicate fishing pressure on marine fish assemblages. Journal of Applied Ecology 51:623–631.",2014,Fish,Fish,Pressure,Pressure,Trophic guild,Trophy,
"Hewitt J.E., Thrush S.F., Dayton P.D., 2008. Habitat variation, species diversity and ecological functioning in a marine system. Journal of Experimental Marine Biology and Ecology 366:116–122.",2008,Benthic invertebrate,Benthic invertebrate,Environment,Environment,Size,Body size,
"Hewitt J.E., Thrush S.F., Dayton P.D., 2008. Habitat variation, species diversity and ecological functioning in a marine system. Journal of Experimental Marine Biology and Ecology 366:116–122.",2008,Benthic invertebrate,Benthic invertebrate,Environment,Environment,Living position in sediment,Burrowing depth,
"Hewitt J.E., Thrush S.F., Dayton P.D., 2008. Habitat variation, species diversity and ecological functioning in a marine system. Journal of Experimental Marine Biology and Ecology 366:116–122.",2008,Benthic invertebrate,Benthic invertebrate,Environment,Environment,Habitat structure,Engineering,
"Hewitt J.E., Thrush S.F., Dayton P.D., 2008. Habitat variation, species diversity and ecological functioning in a marine system. Journal of Experimental Marine Biology and Ecology 366:116–122.",2008,Benthic invertebrate,Benthic invertebrate,Environment,Environment,Sediment moving,Engineering,
"Hewitt J.E., Thrush S.F., Dayton P.D., 2008. Habitat variation, species diversity and ecological functioning in a marine system. Journal of Experimental Marine Biology and Ecology 366:116–122.",2008,Benthic invertebrate,Benthic invertebrate,Environment,Environment,Form,Morph./Anat./Phys.,
"Hewitt J.E., Thrush S.F., Dayton P.D., 2008. Habitat variation, species diversity and ecological functioning in a marine system. Journal of Experimental Marine Biology and Ecology 366:116–122.",2008,Benthic invertebrate,Benthic invertebrate,Environment,Environment,Motility,Motility,
"Hewitt J.E., Thrush S.F., Dayton P.D., 2008. Habitat variation, species diversity and ecological functioning in a marine system. Journal of Experimental Marine Biology and Ecology 366:116–122.",2008,Benthic invertebrate,Benthic invertebrate,Environment,Environment,Feeding,Trophy,
"Hutchings J.A., Baum J.K., 2005. Measuring marine fish biodiversity: temporal changes in abundance, life history and demography. Philosophical Transactions of the Royal Society B 360:315–338.",2005,Fish,Fish,Pressure,Pressure,Age at maturity,Sexual maturity,
"Hutchings J.A., Baum J.K., 2005. Measuring marine fish biodiversity: temporal changes in abundance, life history and demography. Philosophical Transactions of the Royal Society B 360:315–338.",2005,Fish,Fish,Pressure,Pressure,Size at maturity,Sexual maturity,
"Ihde T.F., Wilberg M.J., Loewensteiner D.A., Secor D.H., Miller T.J., 2011. The increasing importance of marine recreational ?shing in the US: Challenges for management. Fisheries Research 108:268–276.",2011,Fish,Fish,Pressure,Pressure,L? ,Body size,
"Ihde T.F., Wilberg M.J., Loewensteiner D.A., Secor D.H., Miller T.J., 2011. The increasing importance of marine recreational ?shing in the US: Challenges for management. Fisheries Research 108:268–276.",2011,Fish,Fish,Pressure,Pressure,Time until eggs hatch ,Early development,
"Ihde T.F., Wilberg M.J., Loewensteiner D.A., Secor D.H., Miller T.J., 2011. The increasing importance of marine recreational ?shing in the US: Challenges for management. Fisheries Research 108:268–276.",2011,Fish,Fish,Pressure,Pressure,Ovum diameter ,Egg/Prop. protection,
"Ihde T.F., Wilberg M.J., Loewensteiner D.A., Secor D.H., Miller T.J., 2011. The increasing importance of marine recreational ?shing in the US: Challenges for management. Fisheries Research 108:268–276.",2011,Fish,Fish,Pressure,Pressure,Water column ,Habitat,
"Ihde T.F., Wilberg M.J., Loewensteiner D.A., Secor D.H., Miller T.J., 2011. The increasing importance of marine recreational ?shing in the US: Challenges for management. Fisheries Research 108:268–276.",2011,Fish,Fish,Pressure,Pressure,Habitat ,Habitat,
"Ihde T.F., Wilberg M.J., Loewensteiner D.A., Secor D.H., Miller T.J., 2011. The increasing importance of marine recreational ?shing in the US: Challenges for management. Fisheries Research 108:268–276.",2011,Fish,Fish,Pressure,Pressure,Range in latitude ,Habitat,
"Ihde T.F., Wilberg M.J., Loewensteiner D.A., Secor D.H., Miller T.J., 2011. The increasing importance of marine recreational ?shing in the US: Challenges for management. Fisheries Research 108:268–276.",2011,Fish,Fish,Pressure,Pressure,Egg buoyancy ,Morph./Anat./Phys.,
"Ihde T.F., Wilberg M.J., Loewensteiner D.A., Secor D.H., Miller T.J., 2011. The increasing importance of marine recreational ?shing in the US: Challenges for management. Fisheries Research 108:268–276.",2011,Fish,Fish,Pressure,Pressure,Reproductive strategy ,Reprod. frequency,
"Ihde T.F., Wilberg M.J., Loewensteiner D.A., Secor D.H., Miller T.J., 2011. The increasing importance of marine recreational ?shing in the US: Challenges for management. Fisheries Research 108:268–276.",2011,Fish,Fish,Pressure,Pressure,Spawning season length ,Reprod. frequency,
"Ihde T.F., Wilberg M.J., Loewensteiner D.A., Secor D.H., Miller T.J., 2011. The increasing importance of marine recreational ?shing in the US: Challenges for management. Fisheries Research 108:268–276.",2011,Fish,Fish,Pressure,Pressure,Age at maturity ,Sexual maturity,
"Ihde T.F., Wilberg M.J., Loewensteiner D.A., Secor D.H., Miller T.J., 2011. The increasing importance of marine recreational ?shing in the US: Challenges for management. Fisheries Research 108:268–276.",2011,Fish,Fish,Pressure,Pressure,Trophic level ,Trophy,
"Jennings S., Greenstreet S.P.R., Reynolds J.D., 1999. Structural change in an exploited _sh community] a consequence of differential _shing effects on species with contrasting life histories. Journal of Animal Ecology 57:506–516.",1999,Fish,Fish,Pressure,Pressure,Length at maturity,Body size,
"Jennings S., Greenstreet S.P.R., Reynolds J.D., 1999. Structural change in an exploited _sh community] a consequence of differential _shing effects on species with contrasting life histories. Journal of Animal Ecology 57:506–516.",1999,Fish,Fish,Pressure,Pressure,Asymptotic length,Body size,
"Jennings S., Greenstreet S.P.R., Reynolds J.D., 1999. Structural change in an exploited _sh community] a consequence of differential _shing effects on species with contrasting life histories. Journal of Animal Ecology 57:506–516.",1999,Fish,Fish,Pressure,Pressure,Growth rate,Growth rate,
"Jennings S., Greenstreet S.P.R., Reynolds J.D., 1999. Structural change in an exploited _sh community] a consequence of differential _shing effects on species with contrasting life histories. Journal of Animal Ecology 57:506–516.",1999,Fish,Fish,Pressure,Pressure,Age at maturity,Sexual maturity,
"Jennings S., Reynolds J.D., Mills S.C., 1998. Life history correlates of responses to fisheries exploitation. Proceedings of the Royal Society of London B 265:333–339.",1998,Fish,Fish,Life-history theory,Pressure,Maximum length,Body size,
"Jennings S., Reynolds J.D., Mills S.C., 1998. Life history correlates of responses to fisheries exploitation. Proceedings of the Royal Society of London B 265:333–339.",1998,Fish,Fish,Life-history theory,Pressure,r,Demography,
"Jennings S., Reynolds J.D., Mills S.C., 1998. Life history correlates of responses to fisheries exploitation. Proceedings of the Royal Society of London B 265:333–339.",1998,Fish,Fish,Life-history theory,Pressure,Fecundity,Fecundity,
"Jennings S., Reynolds J.D., Mills S.C., 1998. Life history correlates of responses to fisheries exploitation. Proceedings of the Royal Society of London B 265:333–339.",1998,Fish,Fish,Life-history theory,Pressure,K,Growth rate,
"Jennings S., Reynolds J.D., Mills S.C., 1998. Life history correlates of responses to fisheries exploitation. Proceedings of the Royal Society of London B 265:333–339.",1998,Fish,Fish,Life-history theory,Pressure,Age at maturity,Sexual maturity,
"Jennings S., Reynolds J.D., Mills S.C., 1998. Life history correlates of responses to fisheries exploitation. Proceedings of the Royal Society of London B 265:333–339.",1998,Fish,Fish,Life-history theory,Pressure,Length at maturity,Sexual maturity,
"King J.R., McFarlain G.A., 2003. Marine fish life history strategies: applications to fishery management. Fisheries Management and Ecology 10:249–264.",2003,Fish,Fish,Life-history theory,Life-history theory,Nutritive contribution to larvae,Early development,
"King J.R., McFarlain G.A., 2003. Marine fish life history strategies: applications to fishery management. Fisheries Management and Ecology 10:249–264.",2003,Fish,Fish,Life-history theory,Life-history theory,Placement of zygotes or larvae,Egg/Prop. protection,
"King J.R., McFarlain G.A., 2003. Marine fish life history strategies: applications to fishery management. Fisheries Management and Ecology 10:249–264.",2003,Fish,Fish,Life-history theory,Life-history theory,Parental protection of zygotes or larvae,Egg/Prop. protection,
"Koutsidi M., Tzanatos E., Machias A., Vassilopoulou V., 2016. Fishing for function: the use of biological traits to evaluate the effects of multispecies fisheries on the functioning of fisheries assemblages. ICES Journal of Marine Science in press.",2016,Fish,Fish,Pressure,Pressure,Exposure,Behaviour,
"Koutsidi M., Tzanatos E., Machias A., Vassilopoulou V., 2016. Fishing for function: the use of biological traits to evaluate the effects of multispecies fisheries on the functioning of fisheries assemblages. ICES Journal of Marine Science in press.",2016,Fish,Fish,Pressure,Pressure,Seasonal migrations,Behaviour,
"Koutsidi M., Tzanatos E., Machias A., Vassilopoulou V., 2016. Fishing for function: the use of biological traits to evaluate the effects of multispecies fisheries on the functioning of fisheries assemblages. ICES Journal of Marine Science in press.",2016,Fish,Fish,Pressure,Pressure,Mobility,Behaviour,
"Koutsidi M., Tzanatos E., Machias A., Vassilopoulou V., 2016. Fishing for function: the use of biological traits to evaluate the effects of multispecies fisheries on the functioning of fisheries assemblages. ICES Journal of Marine Science in press.",2016,Fish,Fish,Pressure,Pressure,Sociability,Biotic int./Sociability,
"Koutsidi M., Tzanatos E., Machias A., Vassilopoulou V., 2016. Fishing for function: the use of biological traits to evaluate the effects of multispecies fisheries on the functioning of fisheries assemblages. ICES Journal of Marine Science in press.",2016,Fish,Fish,Pressure,Pressure,Maximum length,Body size,
"Koutsidi M., Tzanatos E., Machias A., Vassilopoulou V., 2016. Fishing for function: the use of biological traits to evaluate the effects of multispecies fisheries on the functioning of fisheries assemblages. ICES Journal of Marine Science in press.",2016,Fish,Fish,Pressure,Pressure,Fecundity scale,Fecundity,
"Koutsidi M., Tzanatos E., Machias A., Vassilopoulou V., 2016. Fishing for function: the use of biological traits to evaluate the effects of multispecies fisheries on the functioning of fisheries assemblages. ICES Journal of Marine Science in press.",2016,Fish,Fish,Pressure,Pressure,Depth range,Habitat,
"Koutsidi M., Tzanatos E., Machias A., Vassilopoulou V., 2016. Fishing for function: the use of biological traits to evaluate the effects of multispecies fisheries on the functioning of fisheries assemblages. ICES Journal of Marine Science in press.",2016,Fish,Fish,Pressure,Pressure,Habitat type,Habitat,
"Koutsidi M., Tzanatos E., Machias A., Vassilopoulou V., 2016. Fishing for function: the use of biological traits to evaluate the effects of multispecies fisheries on the functioning of fisheries assemblages. ICES Journal of Marine Science in press.",2016,Fish,Fish,Pressure,Pressure,Distribution,Habitat,
"Koutsidi M., Tzanatos E., Machias A., Vassilopoulou V., 2016. Fishing for function: the use of biological traits to evaluate the effects of multispecies fisheries on the functioning of fisheries assemblages. ICES Journal of Marine Science in press.",2016,Fish,Fish,Pressure,Pressure,Seabed type,Habitat,
"Koutsidi M., Tzanatos E., Machias A., Vassilopoulou V., 2016. Fishing for function: the use of biological traits to evaluate the effects of multispecies fisheries on the functioning of fisheries assemblages. ICES Journal of Marine Science in press.",2016,Fish,Fish,Pressure,Pressure,Spawning period,Habitat,
"Koutsidi M., Tzanatos E., Machias A., Vassilopoulou V., 2016. Fishing for function: the use of biological traits to evaluate the effects of multispecies fisheries on the functioning of fisheries assemblages. ICES Journal of Marine Science in press.",2016,Fish,Fish,Pressure,Pressure,Spawning habitat,Habitat,
"Koutsidi M., Tzanatos E., Machias A., Vassilopoulou V., 2016. Fishing for function: the use of biological traits to evaluate the effects of multispecies fisheries on the functioning of fisheries assemblages. ICES Journal of Marine Science in press.",2016,Fish,Fish,Pressure,Pressure,Salinity range,Habitat,
"Koutsidi M., Tzanatos E., Machias A., Vassilopoulou V., 2016. Fishing for function: the use of biological traits to evaluate the effects of multispecies fisheries on the functioning of fisheries assemblages. ICES Journal of Marine Science in press.",2016,Fish,Fish,Pressure,Pressure,Temperature range,Habitat,
"Koutsidi M., Tzanatos E., Machias A., Vassilopoulou V., 2016. Fishing for function: the use of biological traits to evaluate the effects of multispecies fisheries on the functioning of fisheries assemblages. ICES Journal of Marine Science in press.",2016,Fish,Fish,Pressure,Pressure,Optimal temperature,Habitat,
"Koutsidi M., Tzanatos E., Machias A., Vassilopoulou V., 2016. Fishing for function: the use of biological traits to evaluate the effects of multispecies fisheries on the functioning of fisheries assemblages. ICES Journal of Marine Science in press.",2016,Fish,Fish,Pressure,Pressure,Longevity,Life span,
"Koutsidi M., Tzanatos E., Machias A., Vassilopoulou V., 2016. Fishing for function: the use of biological traits to evaluate the effects of multispecies fisheries on the functioning of fisheries assemblages. ICES Journal of Marine Science in press.",2016,Fish,Fish,Pressure,Pressure,Body shape,Morph./Anat./Phys.,
"Koutsidi M., Tzanatos E., Machias A., Vassilopoulou V., 2016. Fishing for function: the use of biological traits to evaluate the effects of multispecies fisheries on the functioning of fisheries assemblages. ICES Journal of Marine Science in press.",2016,Fish,Fish,Pressure,Pressure,Age at maturity,Sexual maturity,
"Koutsidi M., Tzanatos E., Machias A., Vassilopoulou V., 2016. Fishing for function: the use of biological traits to evaluate the effects of multispecies fisheries on the functioning of fisheries assemblages. ICES Journal of Marine Science in press.",2016,Fish,Fish,Pressure,Pressure,Gonochorism,Sexuality,
"Koutsidi M., Tzanatos E., Machias A., Vassilopoulou V., 2016. Fishing for function: the use of biological traits to evaluate the effects of multispecies fisheries on the functioning of fisheries assemblages. ICES Journal of Marine Science in press.",2016,Fish,Fish,Pressure,Pressure,Trophic level,Trophy,
"Koutsidi M., Tzanatos E., Machias A., Vassilopoulou V., 2016. Fishing for function: the use of biological traits to evaluate the effects of multispecies fisheries on the functioning of fisheries assemblages. ICES Journal of Marine Science in press.",2016,Fish,Fish,Pressure,Pressure,Feeding behaviour,Trophy,
"Krumhansi K., Jamieson R., Krkosek W., 2016. Using species traits to assess human impacts on near shore benthic ecosystems in the Canadian Arctic. Ecological Indicators 60:495–502.",2016,Benthic invertebrate,Benthic invertebrate,Pressure,Pressure,Adult mobility,Behaviour,
"Krumhansi K., Jamieson R., Krkosek W., 2016. Using species traits to assess human impacts on near shore benthic ecosystems in the Canadian Arctic. Ecological Indicators 60:495–502.",2016,Benthic invertebrate,Benthic invertebrate,Pressure,Pressure,Normal adult size,Body size,
"Krumhansi K., Jamieson R., Krkosek W., 2016. Using species traits to assess human impacts on near shore benthic ecosystems in the Canadian Arctic. Ecological Indicators 60:495–502.",2016,Benthic invertebrate,Benthic invertebrate,Pressure,Pressure,Sediment dwelling depth,Burrowing depth,
"Krumhansi K., Jamieson R., Krkosek W., 2016. Using species traits to assess human impacts on near shore benthic ecosystems in the Canadian Arctic. Ecological Indicators 60:495–502.",2016,Benthic invertebrate,Benthic invertebrate,Pressure,Pressure,Larvae type,Early development,
"Krumhansi K., Jamieson R., Krkosek W., 2016. Using species traits to assess human impacts on near shore benthic ecosystems in the Canadian Arctic. Ecological Indicators 60:495–502.",2016,Benthic invertebrate,Benthic invertebrate,Pressure,Pressure,Reproductive technique,Egg/Prop. protection,
"Krumhansi K., Jamieson R., Krkosek W., 2016. Using species traits to assess human impacts on near shore benthic ecosystems in the Canadian Arctic. Ecological Indicators 60:495–502.",2016,Benthic invertebrate,Benthic invertebrate,Pressure,Pressure,Life duration,Life span,
"Krumhansi K., Jamieson R., Krkosek W., 2016. Using species traits to assess human impacts on near shore benthic ecosystems in the Canadian Arctic. Ecological Indicators 60:495–502.",2016,Benthic invertebrate,Benthic invertebrate,Pressure,Pressure,Body form,Morph./Anat./Phys.,
"Krumhansi K., Jamieson R., Krkosek W., 2016. Using species traits to assess human impacts on near shore benthic ecosystems in the Canadian Arctic. Ecological Indicators 60:495–502.",2016,Benthic invertebrate,Benthic invertebrate,Pressure,Pressure,Adult life habit,Motility,
"Krumhansi K., Jamieson R., Krkosek W., 2016. Using species traits to assess human impacts on near shore benthic ecosystems in the Canadian Arctic. Ecological Indicators 60:495–502.",2016,Benthic invertebrate,Benthic invertebrate,Pressure,Pressure,Number of reproductions per year,Reprod. frequency,
"Krumhansi K., Jamieson R., Krkosek W., 2016. Using species traits to assess human impacts on near shore benthic ecosystems in the Canadian Arctic. Ecological Indicators 60:495–502.",2016,Benthic invertebrate,Benthic invertebrate,Pressure,Pressure,Feeding,Trophy,
"Litchman E., de Tezanos Pinto P., Klausmeier C.A., Thomas M.K., Yoshiyama K., 2010. Linking traits to species diversity and community structure in phytoplankton. Hydrobiologia 653:15–28.",2010,Phytoplankton,Other,Life-history theory,Life-history theory,Greatest axial lineal dimension,Body size,
"Litchman E., de Tezanos Pinto P., Klausmeier C.A., Thomas M.K., Yoshiyama K., 2010. Linking traits to species diversity and community structure in phytoplankton. Hydrobiologia 653:15–28.",2010,Phytoplankton,Other,Life-history theory,Life-history theory,Form,Habitat,
"Litchman E., de Tezanos Pinto P., Klausmeier C.A., Thomas M.K., Yoshiyama K., 2010. Linking traits to species diversity and community structure in phytoplankton. Hydrobiologia 653:15–28.",2010,Phytoplankton,Other,Life-history theory,Life-history theory,Morphology,Morph./Anat./Phys.,
"Litchman E., de Tezanos Pinto P., Klausmeier C.A., Thomas M.K., Yoshiyama K., 2010. Linking traits to species diversity and community structure in phytoplankton. Hydrobiologia 653:15–28.",2010,Phytoplankton,Other,Life-history theory,Life-history theory,Toxicity,Morph./Anat./Phys.,
"Litchman E., de Tezanos Pinto P., Klausmeier C.A., Thomas M.K., Yoshiyama K., 2010. Linking traits to species diversity and community structure in phytoplankton. Hydrobiologia 653:15–28.",2010,Phytoplankton,Other,Life-history theory,Life-history theory,N fixation,Morph./Anat./Phys.,
"Litchman E., de Tezanos Pinto P., Klausmeier C.A., Thomas M.K., Yoshiyama K., 2010. Linking traits to species diversity and community structure in phytoplankton. Hydrobiologia 653:15–28.",2010,Phytoplankton,Other,Life-history theory,Life-history theory,Gas vesicles,Morph./Anat./Phys.,
"Litchman E., de Tezanos Pinto P., Klausmeier C.A., Thomas M.K., Yoshiyama K., 2010. Linking traits to species diversity and community structure in phytoplankton. Hydrobiologia 653:15–28.",2010,Phytoplankton,Other,Life-history theory,Life-history theory,Flagella,Morph./Anat./Phys.,
"Litchman E., de Tezanos Pinto P., Klausmeier C.A., Thomas M.K., Yoshiyama K., 2010. Linking traits to species diversity and community structure in phytoplankton. Hydrobiologia 653:15–28.",2010,Phytoplankton,Other,Life-history theory,Life-history theory,Accessory pigments,Morph./Anat./Phys.,
"Litchman E., de Tezanos Pinto P., Klausmeier C.A., Thomas M.K., Yoshiyama K., 2010. Linking traits to species diversity and community structure in phytoplankton. Hydrobiologia 653:15–28.",2010,Phytoplankton,Other,Life-history theory,Life-history theory,Mixotrophy,Morph./Anat./Phys.,
"Litchman E., de Tezanos Pinto P., Klausmeier C.A., Thomas M.K., Yoshiyama K., 2010. Linking traits to species diversity and community structure in phytoplankton. Hydrobiologia 653:15–28.",2010,Phytoplankton,Other,Life-history theory,Life-history theory,Resting stage,Resistance form,
"Litchman E., Klausmeier C.A., Schofield O.M., Falkowski P.G., 2007. The role of functional traits and trade-offs in structuring phytoplankton communities: scaling from cellular to ecosystem level. Ecology Letters 10:1170–1181.",2007,Phytoplankton,Other,Life-history theory,Life-history theory,Cell volume,Body size,
"Litchman E., Klausmeier C.A., Schofield O.M., Falkowski P.G., 2007. The role of functional traits and trade-offs in structuring phytoplankton communities: scaling from cellular to ecosystem level. Ecology Letters 10:1170–1181.",2007,Phytoplankton,Other,Life-history theory,Life-history theory,Half-saturation constant for nutrient uptake,Morph./Anat./Phys.,
"Litchman E., Klausmeier C.A., Schofield O.M., Falkowski P.G., 2007. The role of functional traits and trade-offs in structuring phytoplankton communities: scaling from cellular to ecosystem level. Ecology Letters 10:1170–1181.",2007,Phytoplankton,Other,Life-history theory,Life-history theory,Nutrient uptake rate,Morph./Anat./Phys.,
"Litchman E., Klausmeier C.A., Schofield O.M., Falkowski P.G., 2007. The role of functional traits and trade-offs in structuring phytoplankton communities: scaling from cellular to ecosystem level. Ecology Letters 10:1170–1181.",2007,Phytoplankton,Other,Life-history theory,Life-history theory,Nutrient competitive ability,Morph./Anat./Phys.,
"Marchini A., Minari C., Mistri M., 2008. Functions and ecological status of eight Italian lagoons examined using biological traits analysis (BTA). Marine Pollution Bulletin 56:1076–1085.",2008,Benthic invertebrate,Benthic invertebrate,Life-history theory,Life-history theory,Body size ,Body size,
"Marchini A., Minari C., Mistri M., 2008. Functions and ecological status of eight Italian lagoons examined using biological traits analysis (BTA). Marine Pollution Bulletin 56:1076–1085.",2008,Benthic invertebrate,Benthic invertebrate,Life-history theory,Life-history theory,Adult life habitat,Burrowing depth,
"Marchini A., Minari C., Mistri M., 2008. Functions and ecological status of eight Italian lagoons examined using biological traits analysis (BTA). Marine Pollution Bulletin 56:1076–1085.",2008,Benthic invertebrate,Benthic invertebrate,Life-history theory,Life-history theory,Larva,Early development,
"Marchini A., Minari C., Mistri M., 2008. Functions and ecological status of eight Italian lagoons examined using biological traits analysis (BTA). Marine Pollution Bulletin 56:1076–1085.",2008,Benthic invertebrate,Benthic invertebrate,Life-history theory,Life-history theory,Life span,Life span,
"Marchini A., Minari C., Mistri M., 2008. Functions and ecological status of eight Italian lagoons examined using biological traits analysis (BTA). Marine Pollution Bulletin 56:1076–1085.",2008,Benthic invertebrate,Benthic invertebrate,Life-history theory,Life-history theory,Mobility,Motility,
"Marchini A., Minari C., Mistri M., 2008. Functions and ecological status of eight Italian lagoons examined using biological traits analysis (BTA). Marine Pollution Bulletin 56:1076–1085.",2008,Benthic invertebrate,Benthic invertebrate,Life-history theory,Life-history theory,Reproductive frequency,Reprod. frequency,
"Marchini A., Minari C., Mistri M., 2008. Functions and ecological status of eight Italian lagoons examined using biological traits analysis (BTA). Marine Pollution Bulletin 56:1076–1085.",2008,Benthic invertebrate,Benthic invertebrate,Life-history theory,Life-history theory,Reproductive technique,Sexuality,
"Marchini A., Minari C., Mistri M., 2008. Functions and ecological status of eight Italian lagoons examined using biological traits analysis (BTA). Marine Pollution Bulletin 56:1076–1085.",2008,Benthic invertebrate,Benthic invertebrate,Life-history theory,Life-history theory,Feeding,Trophy,
"Miller J.M., Burke J.S., Fitzhugh G.R., 1991. Early life history patterns of Atlantic North American flatfish: Likely (and unlikely) factors controlling recruitment. Netherlands Journal of Sea Research 27:261–275.",1991,Fish,Fish,Life-history theory,Life-history theory,L infinity,Body size,
"Miller J.M., Burke J.S., Fitzhugh G.R., 1991. Early life history patterns of Atlantic North American flatfish: Likely (and unlikely) factors controlling recruitment. Netherlands Journal of Sea Research 27:261–275.",1991,Fish,Fish,Life-history theory,Life-history theory,Days to hatch,Early development,
"Miller J.M., Burke J.S., Fitzhugh G.R., 1991. Early life history patterns of Atlantic North American flatfish: Likely (and unlikely) factors controlling recruitment. Netherlands Journal of Sea Research 27:261–275.",1991,Fish,Fish,Life-history theory,Life-history theory,Egg size,Egg/Propagule size,
"Miller J.M., Burke J.S., Fitzhugh G.R., 1991. Early life history patterns of Atlantic North American flatfish: Likely (and unlikely) factors controlling recruitment. Netherlands Journal of Sea Research 27:261–275.",1991,Fish,Fish,Life-history theory,Life-history theory,Fecundity,Fecundity,
"Miller J.M., Burke J.S., Fitzhugh G.R., 1991. Early life history patterns of Atlantic North American flatfish: Likely (and unlikely) factors controlling recruitment. Netherlands Journal of Sea Research 27:261–275.",1991,Fish,Fish,Life-history theory,Life-history theory,K,Growth rate,
"Miller J.M., Burke J.S., Fitzhugh G.R., 1991. Early life history patterns of Atlantic North American flatfish: Likely (and unlikely) factors controlling recruitment. Netherlands Journal of Sea Research 27:261–275.",1991,Fish,Fish,Life-history theory,Life-history theory,Size at metamorphosis,Growth rate,
"Miller J.M., Burke J.S., Fitzhugh G.R., 1991. Early life history patterns of Atlantic North American flatfish: Likely (and unlikely) factors controlling recruitment. Netherlands Journal of Sea Research 27:261–275.",1991,Fish,Fish,Life-history theory,Life-history theory,Days to metamorphosis,Growth rate,
"Miller J.M., Burke J.S., Fitzhugh G.R., 1991. Early life history patterns of Atlantic North American flatfish: Likely (and unlikely) factors controlling recruitment. Netherlands Journal of Sea Research 27:261–275.",1991,Fish,Fish,Life-history theory,Life-history theory,Northern limit,Habitat,
"Miller J.M., Burke J.S., Fitzhugh G.R., 1991. Early life history patterns of Atlantic North American flatfish: Likely (and unlikely) factors controlling recruitment. Netherlands Journal of Sea Research 27:261–275.",1991,Fish,Fish,Life-history theory,Life-history theory,Size at maturity,Sexual maturity,
"Mitwally H.M., Fleeger J.W., 2016. A test of biological trait analysis with nematodes and an anthropogenic stressor. Environmental Monitoring and Assessment (2016) 188:140.",2016,Benthic invertebrate,Benthic invertebrate,Pressure,Pressure,Tail shape,Morph./Anat./Phys.,
"Mitwally H.M., Fleeger J.W., 2016. A test of biological trait analysis with nematodes and an anthropogenic stressor. Environmental Monitoring and Assessment (2016) 188:140.",2016,Benthic invertebrate,Benthic invertebrate,Pressure,Pressure,Body shape,Morph./Anat./Phys.,
"Mitwally H.M., Fleeger J.W., 2016. A test of biological trait analysis with nematodes and an anthropogenic stressor. Environmental Monitoring and Assessment (2016) 188:140.",2016,Benthic invertebrate,Benthic invertebrate,Pressure,Pressure,Feeding,Trophy,
"Mouchet M.A., Burns M.D.M., Garcia A.M., Vieira J.P., Mouillot D., 2012. Invariant scaling relationship between functional dissimilarity and co-occurrence in fish assemblages of the Patos Lagoon estuary (Brazil): environmental filtering consistently overshadows competitive exclusion. Oikos 122:247–257.",2012,Fish,Fish,FD,Other,Oral gape surface,Morph./Anat./Phys.,
